ID,SKU,Name,Published,Images
4580,XP-4200-GI-M,"XPS - GATE FRAME COVER - 26 x 12mm - M",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GI-M.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.29.31-pm.png"
4582,XP-4200-GI-MN,"XPS - GATE FRAME COVER - 26 x 12mm - MN",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GI-MN.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.29.31-pm.png"
4584,XP-4200-GI-S,"XPS - GATE FRAME COVER - 26 x 12mm - S",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GI-S.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.29.31-pm.png"
4586,XP-4200-GI-SM,"XPS - GATE FRAME COVER - 26 x 12mm - SM",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GI-SM.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.29.31-pm.png"
4588,XP-4200-GI-W,"XPS - GATE FRAME COVER - 26 x 12mm - W",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GI-W.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.29.31-pm.png"
4590,XP-4200-GSF09-B,"XPS -  GATE SIDE FRAME - 9MM Spacing - B",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF09-B.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.36.45-pm.png"
4592,XP-4200-GSF09-BS,"XPS -  GATE SIDE FRAME - 9MM Spacing - BS",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF09-BS.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.36.45-pm.png"
4594,XP-4200-GSF09-D,"XPS -  GATE SIDE FRAME - 9MM Spacing - D",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF09-D.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.36.45-pm.png"
4596,XP-4200-GSF09-G,"XPS -  GATE SIDE FRAME - 9MM Spacing - G",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF09-G.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.36.45-pm.png"
4598,XP-4200-GSF09-M,"XPS -  GATE SIDE FRAME - 9MM Spacing - M",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF09-M.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.36.45-pm.png"
4600,XP-4200-GSF09-MN,"XPS -  GATE SIDE FRAME - 9MM Spacing - MN",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF09-MN.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.36.45-pm.png"
4602,XP-4200-GSF09-S,"XPS -  GATE SIDE FRAME - 9MM Spacing - S",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF09-S.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.36.45-pm.png"
4604,XP-4200-GSF09-SM,"XPS -  GATE SIDE FRAME - 9MM Spacing - SM",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF09-SM.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.36.45-pm.png"
4606,XP-4200-GSF09-W,"XPS -  GATE SIDE FRAME - 9MM Spacing - W",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF09-W.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.36.45-pm.png"
4608,XP-4200-GSF20-B,"XPS -  GATE SIDE FRAME - 20MM Spacing - B",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF20-B.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.41.35-pm.png"
4610,XP-4200-GSF20-BS,"XPS -  GATE SIDE FRAME - 20MM Spacing - BS",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF20-BS.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.41.35-pm.png"
4612,XP-4200-GSF20-D,"XPS -  GATE SIDE FRAME - 20MM Spacing - D",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF20-D.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.41.35-pm.png"
4614,XP-4200-GSF20-G,"XPS -  GATE SIDE FRAME - 20MM Spacing - G",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF20-G.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.41.35-pm.png"
4616,XP-4200-GSF20-M,"XPS -  GATE SIDE FRAME - 20MM Spacing - M",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF20-M.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.41.35-pm.png"
4618,XP-4200-GSF20-MN,"XPS -  GATE SIDE FRAME - 20MM Spacing - MN",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF20-MN.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.41.35-pm.png"
4620,XP-4200-GSF20-S,"XPS -  GATE SIDE FRAME - 20MM Spacing - S",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF20-S.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.41.35-pm.png"
4622,XP-4200-GSF20-SM,"XPS -  GATE SIDE FRAME - 20MM Spacing - SM",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF20-SM.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.41.35-pm.png"
4624,XP-4200-GSF20-W,"XPS -  GATE SIDE FRAME - 20MM Spacing - W",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSF20-W.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.41.35-pm.png"
4626,XP-4200-GSTOP-B,"XPS - Gate Stop - 25 x 28MM - B",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSTOP-B.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.33.37-pm.png"
4628,XP-4200-GSTOP-G,"XPS - Gate Stop - 25 x 28MM - G",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSTOP-G.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.33.37-pm.png"
4630,XP-4200-GSTOP-M,"XPS - Gate Stop - 25 x 28MM - M",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSTOP-M.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.33.37-pm.png"
4632,XP-4200-GSTOP-MN,"XPS - Gate Stop - 25 x 28MM - MN",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSTOP-MN.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.33.37-pm.png"
4634,XP-4200-GSTOP-S,"XPS - Gate Stop - 25 x 28MM - S",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSTOP-S.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.33.37-pm.png"
4636,XP-4200-GSTOP-SM,"XPS - Gate Stop - 25 x 28MM - SM",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSTOP-SM.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.33.37-pm.png"
4638,XP-4200-GSTOP-W,"XPS - Gate Stop - 25 x 28MM - W",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-4200-GSTOP-W.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-3.33.37-pm.png"
4640,XP-GKIT-LSET09-B,"XPS - GATE KIT 9MM - For Lever/Knob - B",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET09-B.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-12.30.08-pm.png"
4642,XP-GKIT-LSET09-BS,"XPS - GATE KIT 9MM - For Lever/Knob - BS",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET09-BS.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-12.30.08-pm.png"
4644,XP-GKIT-LSET09-D,"XPS - GATE KIT 9MM - For Lever/Knob - D",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET09-D.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-12.30.08-pm.png"
4646,XP-GKIT-LSET09-G,"XPS - GATE KIT 9MM - For Lever/Knob - G",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET09-G.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-12.30.08-pm.png"
4648,XP-GKIT-LSET09-M,"XPS - GATE KIT 9MM - For Lever/Knob - M",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET09-M.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-12.30.08-pm.png"
4650,XP-GKIT-LSET09-MN,"XPS - GATE KIT 9MM - For Lever/Knob - MN",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET09-MN.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-12.30.08-pm.png"
4652,XP-GKIT-LSET09-P,"XPS - GATE KIT 9MM - For Lever/Knob - P",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET09-P.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-12.30.08-pm.png"
4654,XP-GKIT-LSET09-PB,"XPS - GATE KIT 9MM - For Lever/Knob - PB",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET09-PB.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-12.30.08-pm.png"
4656,XP-GKIT-LSET09-S,"XPS - GATE KIT 9MM - For Lever/Knob - S",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET09-S.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-12.30.08-pm.png"
4658,XP-GKIT-LSET09-SM,"XPS - GATE KIT 9MM - For Lever/Knob - SM",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET09-SM.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-12.30.08-pm.png"
4660,XP-GKIT-LSET09-W,"XPS - GATE KIT 9MM - For Lever/Knob - W",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET09-W.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-04-at-12.30.08-pm.png"
4662,XP-GKIT-LSET20-BS,"XPS - GATE KIT 20MM  - For Lever/Knob - BS",1,https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET20-BS.png
4664,XP-GKIT-LSET20-D,"XPS - GATE KIT 20MM  - For Lever/Knob - D",1,https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET20-D.png
4666,XP-GKIT-LSET20-G,"XPS - GATE KIT 20MM  - For Lever/Knob - G",1,https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET20-G.png
4668,XP-GKIT-LSET20-M,"XPS - GATE KIT 20MM  - For Lever/Knob - M",1,https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET20-M.png
4670,XP-GKIT-LSET20-MN,"XPS - GATE KIT 20MM  - For Lever/Knob - MN",1,https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET20-MN.png
4672,XP-GKIT-LSET20-P,"XPS - GATE KIT 20MM  - For Lever/Knob - P",1,https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET20-P.jpg
4674,XP-GKIT-LSET20-PB,"XPS - GATE KIT 20MM  - For Lever/Knob - PB",1,https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET20-PB.jpg
4676,XP-GKIT-LSET20-S,"XPS - GATE KIT 20MM  - For Lever/Knob - S",1,https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET20-S.png
4678,XP-GKIT-LSET20-SM,"XPS - GATE KIT 20MM  - For Lever/Knob - SM",1,https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET20-SM.png
4680,XP-GKIT-LSET20-W,"XPS - GATE KIT 20MM  - For Lever/Knob - W",1,https://fencesperth.com/wp-content/uploads/2022/03/XP-GKIT-LSET20-W.png
4682,XPSG-FILO-RACK,"FILO GEAR RACK FOR SLIDING GATE",1,https://fencesperth.com/wp-content/uploads/2022/03/XPSG-FILO-RACK.jpg
4684,AW-5800-S65-IG,"Alumawood - 65 x 16.5mm SLAT (with centre web) - IG",1,https://fencesperth.com/wp-content/uploads/2022/03/AW-5800-S65-IG.png
4686,AW-5800-S65-KWI,"Alumawood - 65 x 16.5mm SLAT (with centre web) - KWI",1,https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-6100mm-Kwila.png
4688,AW-5800-S65-WRC,"Alumawood - 65 x 16.5mm SLAT (with centre web) - WRC",1,https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-5800mm-Western-Red-Cedar.png
4690,AWQS-5800-S90-WRC,"Alumawood - 90 x 16.5mm SLAT - WRC",1,https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-90x16.5mm-x-5800mm-Western-Red-Cedar.png
4692,XPL-2400-90-B,"XPS - Post Corner - 2400mm - B",'-1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2400-90-B.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.39.37-pm.png"
4694,XPL-2400-90-BS,"XPS - Post Corner - 2400mm - BS",'-1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2400-90-BS.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.39.37-pm.png"
4696,XPL-2400-90-D,"XPS - Post Corner - 2400mm - D",'-1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2400-90-D.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.39.37-pm.png"
4698,XPL-2400-90-G,"XPS - Post Corner - 2400mm - G",'-1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2400-90-G.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.39.37-pm.png"
4700,XPL-2400-90-M,"XPS - Post Corner - 2400mm - M",'-1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2400-90-M.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.39.37-pm.png"
4702,XPL-2400-90-MN,"XPS - Post Corner - 2400mm - MN",'-1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2400-90-MN.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.39.37-pm.png"
4704,XPL-2400-90-P,"XPS - Post Corner - 2400mm - P",'-1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2400-90-P.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.39.37-pm.png"
4706,XPL-2400-90-PB,"XPS - Post Corner - 2400mm - PB",'-1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2400-90-PB.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.39.37-pm.png"
4708,AW-LBOX-DL-TR,"ALUMAWOOD Screening - Patented non-weld LOCK BOX - TR",1,https://fencesperth.com/wp-content/uploads/2022/03/AW-LBOX-DL-TR.png
4710,AWSG-5800-BR-KWI,"Alumawood XPRESS Screening - 120 x 45mm Patented Sliding Gate BOTTOM RAIL - KWI",1,https://fencesperth.com/wp-content/uploads/2022/03/AWSG-5800-BR-KWI.png
4712,AWSG-5800-BR-WRC,"Alumawood XPRESS Screening - 120 x 45mm Patented Sliding Gate BOTTOM RAIL - WRC",1,https://fencesperth.com/wp-content/uploads/2022/03/AWSG-5800-BR-WRC.png
4714,AWSG-5800-TR-KWI,"Alumawood XPRESS Screening - 65 x 82mm Patented Sliding Gate TOP RAIL - KWI",1,https://fencesperth.com/wp-content/uploads/2022/03/AWSG-5800-TR-KWI.png
4716,AWSG-5800-TR-WRC,"Alumawood XPRESS Screening - 65 x 82mm Patented Sliding Gate TOP RAIL - WRC",1,https://fencesperth.com/wp-content/uploads/2022/03/AWSG-5800-TR-WRC.png
4718,XP-6100-S65-B,"Slat - 65 x 16.5mm - 6100mm - B",1,"https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-6100mm-Black.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.06.01-pm.png"
4720,XP-6100-S65-BS,"Slat - 65 x 16.5mm - 6100mm - BS",1,"https://fencesperth.com/wp-content/uploads/2022/05/Slat-Fencing-65x16.5mm-x-6100mm-Basalt-Satin-V2.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.06.01-pm.png"
4722,XP-6100-S65-D,"Slat - 65 x 16.5mm - 6100mm - D",1,"https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-6100mm-Dune-Satin.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.06.01-pm.png"
4724,XP-6100-S65-G,"Slat - 65 x 16.5mm - 6100mm - G",1,"https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-6100mm-Woodland-Grey.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.06.01-pm.png"
4726,XP-6100-S65-M,"Slat - 65 x 16.5mm - 6100mm - M",1,"https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-6100mm-Mill-Grey.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.06.01-pm.png"
4728,XP-6100-S65-MN,"Slat - 65 x 16.5mm - 6100mm - MN",1,"https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-6100mm-Momentum-BLACK.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.06.01-pm.png"
4730,XP-6100-S65-S,"Slat - 65 x 16.5mm - 6100mm - S",1,"https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-6100mm-Silver.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.06.01-pm.png"
4732,XP-6100-S65-SM,"Slat - 65 x 16.5mm - 6100mm - SM",1,"https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-6100mm-Surfmist-1.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.06.01-pm.png"
4734,XP-6100-S65-W,"Slat - 65 x 16.5mm - 6100mm - W",1,"https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-6100mm-White.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.06.01-pm.png"
4736,XP-6500-E65-B,"Super Deal - 65 x 16.5mm x 6.5m - PACK OF 96 - B",'-1,"https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-6500mm-Black-Eco-Bundle.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.09.20-pm.png"
4738,XP-6500-E65-BS,"Super Deal - 65 x 16.5mm x 6.5m - PACK OF 96 - BS",'-1,"https://fencesperth.com/wp-content/uploads/2022/05/Slat-Fencing-65x16.5mm-x-6500mm-Basalt-Satin-Eco-Bundle-V2.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.09.20-pm.png"
4740,XP-6500-E65-D,"Super Deal - 65 x 16.5mm x 6.5m - PACK OF 96 - D",'-1,"https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-6500mm-Dune-Satin-Eco-Bundle-V1.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.09.20-pm.png"
4742,XP-6500-E65-G,"Super Deal - 65 x 16.5mm x 6.5m - PACK OF 96 - G",'-1,"https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-6100mm-Woodland-Grey-Bundle.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.09.20-pm.png"
4744,XP-6500-E65-M,"Super Deal - 65 x 16.5mm x 6.5m - PACK OF 96 - M",'-1,"https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-6500mm-Mill-Grey-Eco-Bundle-V1.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.09.20-pm.png"
4746,XP-6500-E65-MN,"Slat - 65 x 16.5mm x 6500mm - PACK OF 96 - MN",'-1,"https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-6500mm-Momentum-Black-Eco-Bundle-V1.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.09.20-pm.png"
4748,XP-6500-E65-SM,"Super Deal - 65 x 16.5mm x 6.5m - PACK OF 96 - SM",'-1,"https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-6500mm-Surfmist-Eco-Bundle-V1.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.09.20-pm.png"
4750,XP-6500-E65-W,"Super Deal - 65 x 16.5mm x 6.5m - PACK OF 96 - W",'-1,"https://fencesperth.com/wp-content/uploads/2022/04/Slat-Fencing-65x16.5mm-x-6500mm-White-Eco-Bundle-V1.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-7.09.20-pm.png"
4752,XP-5800-CSR-B,"CENTRE SUPPORT RAIL - 5800MM - B",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-5800-CSR-B.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-03-at-2.31.55-pm.png"
4754,XP-5800-CSR-BS,"CENTRE SUPPORT RAIL - 5800MM - BS",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-5800-CSR-BS.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-03-at-2.31.55-pm.png"
4756,XP-5800-CSR-D,"CENTRE SUPPORT RAIL - 5800MM - D",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-5800-CSR-D.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-03-at-2.31.55-pm.png"
4758,XP-5800-CSR-G,"CENTRE SUPPORT RAIL - 5800MM - G",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-5800-CSR-G.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-03-at-2.31.55-pm.png"
4760,XP-5800-CSR-M,"CENTRE SUPPORT RAIL - 5800MM - M",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-5800-CSR-M.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-03-at-2.31.55-pm.png"
4764,XP-5800-CSR-S,"CENTRE SUPPORT RAIL - 5800MM - S",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-5800-CSR-S.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-03-at-2.31.55-pm.png"
4766,XP-5800-CSR-SM,"CENTRE SUPPORT RAIL - 5800MM - SM",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-5800-CSR-SM.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-03-at-2.31.55-pm.png"
4768,XP-5800-CSR-W,"CENTRE SUPPORT RAIL - 5800MM - W",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-5800-CSR-W.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-03-at-2.31.55-pm.png"
4770,XPL-2100-INS09-B,"SFS - Slat Spacer - 9mm - B",1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2100-INS09-B.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-8.19.50-pm.png"
4772,XPL-2100-INS09-BS,"SFS - Slat Spacer - 9mm - BS",1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2100-INS09-BS.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-8.19.50-pm.png"
4774,XPL-2100-INS09-D,"SFS - Slat Spacer - 9mm - D",1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2100-INS09-D.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-8.19.50-pm.png"
4776,XPL-2100-INS09-G,"SFS - Slat Spacer - 9mm - G",1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2100-INS09-G.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-8.19.50-pm.png"
4778,XPL-2100-INS09-M,"SFS - Slat Spacer - 9mm - M",1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2100-INS09-M.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-8.19.50-pm.png"
4780,XPL-2100-INS09-MN,"SFS - Slat Spacer - 9mm - MN",1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2100-INS09-MN.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-8.19.50-pm.png"
4782,XPL-2100-INS09-S,"SFS - Slat Spacer - 9mm - S",1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2100-INS09-S.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-8.19.50-pm.png"
4784,XPL-2100-INS09-SM,"SFS - Slat Spacer - 9mm - SM",1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2100-INS09-SM.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-8.19.50-pm.png"
4786,XPL-2100-INS09-W,"SFS - Slat Spacer - 9mm - W",1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2100-INS09-W.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-8.19.50-pm.png"
4788,XPL-2100-INS20-B,"SFS - Slat Spacer - 20mm - B",1,"https://fencesperth.com/wp-content/uploads/2022/03/XPL-2100-INS20-B.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-8.16.18-pm.png"
